Irms1,Irms2,Irms3,
0.236315,0.235853,0.237888,
0.237197,0.236723,0.236827,
0.236145,0.236227,0.235961,
0.234917,0.234738,0.236137,
0.230116,0.230690,0.232080,
0.236247,0.235908,0.235909,
0.236067,0.235680,0.235795,
0.233937,0.235089,0.234633,
0.234370,0.233898,0.233266,
0.235200,0.235721,0.235021,
0.234033,0.234927,0.234986,
0.235239,0.234829,0.234340,
0.233008,0.232220,0.233165,
0.234074,0.234488,0.235665,
0.231885,0.231382,0.231587,
0.234449,0.234149,0.234720,
0.238978,0.238618,0.238895,
0.233488,0.234226,0.234275,
0.231886,0.231414,0.232350,
0.234862,0.234476,0.234646,
0.234597,0.234909,0.234513,
0.237024,0.237329,0.237536,
0.237994,0.238120,0.237273,
0.238187,0.238158,0.238138,
0.234804,0.235016,0.235601,
0.236956,0.237381,0.237322,
0.236089,0.237209,0.237688,
0.237296,0.237168,0.236429,
0.236358,0.235331,0.234943,
0.234098,0.235890,0.234029,
0.234805,0.235810,0.235434,
0.234798,0.234218,0.235418,
0.234049,0.234135,0.234675,
0.236869,0.236765,0.236314,
0.232790,0.233224,0.233988,
0.234396,0.234818,0.235419,
0.232091,0.232298,0.232283,
0.233927,0.234039,0.233688,
0.235451,0.235515,0.235498,
0.234523,0.235435,0.234962,
0.234344,0.233703,0.234336,
0.230109,0.230761,0.229703,
0.234805,0.235329,0.235212,
0.233828,0.233656,0.234343,
0.234411,0.235221,0.234921,
0.233829,0.233832,0.234213,
0.233974,0.233519,0.233821,
0.235646,0.233530,0.233447,
0.237426,0.237635,0.238246,
0.235307,0.235332,0.235955,
0.235708,0.236938,0.237177,
0.234324,0.234381,0.234136,
0.234726,0.235321,0.235764,
0.236425,0.236886,0.237258,
0.235053,0.234929,0.234919,
0.234793,0.234723,0.235075,
0.237094,0.236453,0.236872,
0.234104,0.234796,0.234648,
0.231662,0.232161,0.233274,
0.239546,0.239744,0.240121,
0.233470,0.234038,0.234718,
0.235059,0.234994,0.234272,
0.234923,0.234760,0.235652,
0.236122,0.234651,0.234583,
0.234539,0.235057,0.233810,
0.237194,0.237395,0.237241,
0.233349,0.234558,0.234770,
0.235189,0.234757,0.234078,
0.231552,0.232332,0.232928,
0.233779,0.234056,0.233968,
0.234003,0.234327,0.234048,
0.231078,0.231892,0.231533,
0.235553,0.235582,0.234756,
0.234428,0.235462,0.235497,
0.232776,0.232705,0.233509,
0.235133,0.235050,0.235461,
0.234690,0.236053,0.235480,
0.231061,0.230996,0.231176,
0.238381,0.236894,0.238585,
0.236040,0.235987,0.236782,
0.235076,0.233878,0.234355,
0.236143,0.235638,0.236923,
